index,id,title,type,release_year,age_certification,runtime,imdb_id,imdb_score,imdb_votes
2297,ts80413,Busted!,SHOW,2018,TV-14,75,tt8328460,7.6,898
2298,tm409618,Alex Strangelove,MOVIE,2018,R,99,tt5688996,6.3,17305
2299,tm244274,Lowriders,MOVIE,2017,PG-13,99,tt1366338,5.6,2519
2300,ts85659,3Below: Tales of Arcadia,SHOW,2018,TV-Y7,22,tt7736544,7.7,5927
2301,tm372891,Chris Rock: Tamborine,MOVIE,2018,,64,tt8005338,6.6,6816
2302,ts82298,Familiar Wife,SHOW,2018,TV-MA,61,tt15062636,7.6,937
2303,ts54050,Ultimate Beastmaster,SHOW,2017,TV-PG,59,tt5706758,7.3,2359
2304,tm443034,Your Son,MOVIE,2018,,103,tt7807026,6.1,4708
2305,tm318641,Justice,MOVIE,2017,R,92,tt5143890,4,1208
2306,ts57196,The World's Most Extraordinary Homes,SHOW,2017,TV-G,54,tt7804132,7.6,3380
2307,tm314829,NY Prison Break: The Seduction of Joyce Mitchell,MOVIE,2017,,84,tt6710568,5.6,322
2308,tm366973,Tom Segura: Disgraceful,MOVIE,2018,PG-13,74,tt7379330,7.5,3695
2309,tm295177,It's for Your Own Good,MOVIE,2017,,93,tt5790492,5.5,2284
2310,tm420797,Sierra Burgess Is a Loser,MOVIE,2018,PG-13,105,tt3120280,5.8,38319
2311,ts77770,Fate/Extra Last Encore,SHOW,2018,,25,tt7940468,5.4,772
2312,tm406098,Battle,MOVIE,2018,R,95,tt6854672,5.9,4139
2313,tm374845,The Seven Deadly Sins: Prisoners of the Sky,MOVIE,2018,PG-13,99,tt9089294,7.1,4649
2314,tm359714,Christmas Inheritance,MOVIE,2017,,105,tt7608534,5.7,11693
2315,tm314705,Jo Koy: Live from Seattle,MOVIE,2017,,63,tt6720442,7.1,1322
2316,ts78913,Live,SHOW,2018,,46,tt12094726,8.3,1208
2317,ts55936,My Secret Romance,SHOW,2017,TV-14,52,tt6300100,7.2,3108
2318,tm413557,Okko's Inn,MOVIE,2018,PG,94,tt8328740,7,1803
2319,ts81944,The Comedy Lineup,SHOW,2018,TV-MA,18,tt8687584,5.9,457
2320,tm363787,Christmas in the Heartland,MOVIE,2017,,90,tt3396114,5.9,1414
2321,tm371630,How to Be Really Bad,MOVIE,2018,,100,tt5571754,6.2,1076
2322,ts84597,FIGHTWORLD,SHOW,2018,TV-MA,42,tt9047526,7.6,806
2323,tm355724,A Christmas Prince,MOVIE,2017,PG,92,tt7608418,5.7,19456
2324,ts76478,Prison Playbook,SHOW,2017,,91,tt7622902,8.5,3060
2325,ts78767,First Team: Juventus,SHOW,2018,TV-G,36,tt7924812,7.3,2061
2326,tm356563,The Stolen,MOVIE,2017,,98,tt1680140,5.3,1330
2327,tm420989,Father of the Year,MOVIE,2018,,94,tt7256866,5.2,11281
2328,ts85732,The Final Table,SHOW,2018,TV-PG,43,tt5545584,7.6,3989
2329,tm348010,Killing Hasselhoff,MOVIE,2017,R,79,tt2967226,4.4,2655
2330,tm357552,Pottersville,MOVIE,2017,,85,tt3672120,5.4,4674
2331,tm300027,Thi Mai,MOVIE,2018,G,100,tt6126346,6,2504
2332,ts82875,Switched,SHOW,2018,TV-MA,39,tt8747882,7.1,1402
2333,tm414676,Paradise Lost,MOVIE,2018,,110,tt6955878,6.9,674
2334,tm437631,Derren Brown: Sacrifice,MOVIE,2018,,49,tt9077188,7.1,1786
2335,tm408890,YucatÃ¡n,MOVIE,2018,PG,129,tt6502956,5.5,2065
2336,tm426569,A Twelve-Year Night,MOVIE,2018,,122,tt6792282,7.5,9816
2337,tm404690,Happy Anniversary,MOVIE,2018,,78,tt6423886,5.7,4219
2338,tm320249,Maria Bamford: Old Baby,MOVIE,2017,,64,tt6264596,6.1,945
2339,ts80059,Trump: An American Dream,SHOW,2017,TV-14,55,tt7596008,7.2,4003
2340,ts83814,Undercover Law,SHOW,2018,,57,tt8888710,7.2,214
2341,tm286532,Rock my Heart,MOVIE,2017,,105,tt5870322,6.5,984
2342,ts36650,Apaches,SHOW,2018,TV-MA,67,tt6818948,7,293
2343,ts57300,Marlon,SHOW,2017,TV-PG,21,tt5722376,7,4056
2344,ts56636,My Sassy Girl,SHOW,2017,TV-14,41,tt6175760,6.9,561
2345,ts84780,Wild District,SHOW,2018,TV-MA,45,tt8105958,8.2,1898
2346,tm375729,Us and Them,MOVIE,2018,,120,tt8521758,7.4,4026
2347,ts75012,Million Yen Women,SHOW,2017,,30,tt6686450,7.6,1794
2348,ts82296,My ID is Gangnam Beauty,SHOW,2018,TV-MA,63,tt8585954,7.4,3774
2349,ts57148,Champions,SHOW,2018,TV-PG,21,tt6470396,6.1,3736
2350,tm311319,Manhunt,MOVIE,2017,,106,tt4537986,5.2,3210
2351,ts83359,100 Days My Prince,SHOW,2018,TV-14,75,tt8199972,7.8,1938
2352,tm270490,The B-Side: Elsa Dorfman's Portrait Photography,MOVIE,2017,R,76,tt5952468,6.7,743
2353,tm358949,A Very Country Christmas,MOVIE,2017,G,83,tt7001906,6,1622
2354,tm408104,Greg Davies: You Magnificent Beast,MOVIE,2018,,66,tt8259682,7.1,2328
2355,ts79330,Girls Incarcerated,SHOW,2018,TV-MA,45,tt8092942,7.3,1073
2356,tm428073,When Angels Sleep,MOVIE,2018,,94,tt3732280,5.5,3619
2357,ts85202,Brainchild,SHOW,2018,TV-Y7,25,tt9203042,8.1,415
2358,tm429377,Bert Kreischer: Secret Time,MOVIE,2018,,57,tt8786466,7.3,2307
2359,ts81036,The Who Was? Show,SHOW,2018,,25,tt7488702,6.8,604
2360,tm330869,Show Dogs,MOVIE,2018,PG,90,tt5691024,3.9,4653
2361,tm350607,Escape from Mr. Lemoncello's Library,MOVIE,2017,G,69,tt5878476,5.4,440
2362,tm417317,Bhavesh Joshi Superhero,MOVIE,2018,,155,tt6129302,7.7,8587
2363,ts83457,Cleo & Cuquin,SHOW,2018,TV-Y,7,tt7956374,8,98
2364,tm407295,Amateur,MOVIE,2018,R,96,tt5580392,5.9,4303
2365,ts82181,Back Street Girls: Goku Dolls,SHOW,2018,TV-MA,24,tt8693818,6.6,815
2366,tm282910,Fireworks,MOVIE,2017,PG-13,90,tt6317962,5.6,3147
2367,ts53516,Edgar Rice Burroughs' Tarzan and Jane,SHOW,2017,TV-Y7,21,tt6216718,4.8,270
2368,tm429984,Pachamama,MOVIE,2018,PG,72,tt5541002,6.8,848
2369,ts112279,Empire Games,SHOW,2018,,49,tt8171234,5.8,306
2370,tm419496,Lust Stories,MOVIE,2018,R,120,tt8439854,6.4,10725
2371,tm344173,All I Wish,MOVIE,2018,G,94,tt1492705,5.2,1564
2372,ts95274,Age of Tanks,SHOW,2017,TV-PG,54,tt8107992,7.3,852
2373,tm294581,The Clapper,MOVIE,2018,R,89,tt5461956,5.1,7425
2374,tm313120,Chasing Coral,MOVIE,2017,,93,tt6333054,8.1,5143
2375,ts118696,Robot Trains,SHOW,2017,TV-Y7,12,tt7216288,6,87
2376,ts82398,My Dead Ex,SHOW,2018,,25,tt7428106,7.4,478
2377,tm477838,Disconnect,MOVIE,2018,,107,tt8413566,5.3,117
2378,ts116101,Crazy Delicious,SHOW,2017,,51,tt7626160,8.9,15
2379,ts82867,Becoming Champions,SHOW,2018,TV-G,45,tt8796068,6.7,389
2380,ts83554,Inside the Criminal Mind,SHOW,2018,TV-MA,48,tt6775794,5.4,986
2381,ts58442,Live Up To Your Name,SHOW,2017,TV-MA,69,tt7094874,8,1224
2382,tm374216,Take Your Pills,MOVIE,2018,,87,tt7983844,6.3,5048
2383,tm232464,Raees,MOVIE,2017,R,143,tt3405236,6.7,43835
2384,tm367473,Bad Seeds,MOVIE,2018,,100,tt6708116,7.3,5407
2385,tm413049,Animal World,MOVIE,2018,R,125,tt9257932,6.5,4367
2386,ts80030,Fastest Car,SHOW,2018,TV-MA,45,tt8295694,7.1,1324
2387,tm311193,Seeking a Man,MOVIE,2017,,100,tt6539420,6.3,602
2388,tm307761,Toilet: A Love Story,MOVIE,2017,,155,tt5785170,7.2,20675
2389,ts84977,Terrorism Close Calls,SHOW,2018,,51,tt6775816,5.1,688
2390,tm371959,6 Balloons,MOVIE,2018,,75,tt6142496,5.9,4087
2391,tm320206,#realityhigh,MOVIE,2017,,99,tt6119504,5.2,6283
2392,ts82424,13 Reasons Why: Beyond the Reasons,SHOW,2017,TV-MA,42,tt8615966,6.2,322
2393,tm408306,Seth Rogen's Hilarity for Charity,MOVIE,2018,,70,tt8178116,5,2360
2394,tm422715,Stree,MOVIE,2018,,128,tt8108202,7.6,32814
2395,tm301024,Wedding Unplanned,MOVIE,2017,,94,tt9519642,5.7,1610
2396,ts83247,Stay Here,SHOW,2018,TV-PG,32,tt8773338,7.4,1095
2397,ts80410,Kantaro: The Sweet Tooth Salaryman,SHOW,2017,,30,tt6983520,7.6,791
2398,ts79856,SWORDGAI The Animation,SHOW,2018,TV-MA,22,tt7415066,5.8,907
2399,ts76509,Beyond Stranger Things,SHOW,2017,TV-14,21,tt7570990,7.4,1883
2400,ts90880,44 Cats,SHOW,2018,TV-Y7,15,tt9699148,6.1,283
2401,tm418870,Close Enemies,MOVIE,2018,,111,tt6527586,6.4,2607
2402,tm370447,The Tree of Blood,MOVIE,2018,,130,tt6433832,6.4,2934
2403,tm425884,They'll Love Me When I'm Dead,MOVIE,2018,,98,tt6893836,7.4,4953
2404,tm429382,Nappily Ever After,MOVIE,2018,NC-17,100,tt0365545,6.4,9139
2405,tm322210,Bomb Scared,MOVIE,2017,,89,tt6895746,5.7,2846
2406,tm313748,Handsome: A Netflix Mystery Movie,MOVIE,2017,,81,tt8836958,5.2,4465
2407,ts80084,Dragon Pilot: Hisone and Masotan,SHOW,2018,TV-14,24,tt8528256,6.9,494
2408,ts86279,Nailed It! Holiday!,SHOW,2018,TV-PG,36,tt8760264,7.7,1086
2409,tm244300,Lommbock,MOVIE,2017,,102,tt5075584,6.7,3647
2410,ts77467,Terrace House: Opening New Doors,SHOW,2017,,40,tt7776244,7.8,952
2411,tm366143,Maktub,MOVIE,2017,PG-13,100,tt7252000,7.3,2831
2412,tm432838,Black Is Beltza,MOVIE,2018,,88,tt8512986,5.8,292
2413,tm463806,The Legend of Cocaine Island,MOVIE,2018,,87,tt8106596,6.3,3287
2414,tm313712,Mom,MOVIE,2017,,147,tt8771030,7.2,10320
2415,ts80042,ReBoot: The Guardian Code,SHOW,2018,TV-G,23,tt6849940,3.8,1189
2416,tm244287,Half Girlfriend,MOVIE,2017,,135,tt5474042,4.6,7090
2417,ts75718,Neo Yokio,SHOW,2017,TV-MA,23,tt7343832,5.9,3359
2418,ts75620,Black,SHOW,2017,TV-MA,78,tt6380900,8,3665
2419,tm299764,The Motive,MOVIE,2017,,104,tt5454810,6.5,5713
2420,tm407775,Lady J,MOVIE,2018,,110,tt7530986,6.8,3306
2421,tm334949,Right Here Right Now,MOVIE,2018,,89,tt6175086,5.4,311
2422,tm409942,ShÃ©hÃ©razade,MOVIE,2018,,106,tt8459250,7,2195
2423,tm238587,Shepherds and Butchers,MOVIE,2017,R,106,tt4627352,6.8,3460
2424,tm410748,The Most Unknown,MOVIE,2018,,92,tt8126390,6.6,2067
2425,tm413955,A Fortunate Man,MOVIE,2018,,162,tt8436026,7.2,6093
2426,tm376015,LEGO Marvel Super Heroes: Guardians of the Galaxy - The Thanos Threat,MOVIE,2017,,21,tt7387224,5.9,444
2427,tm346334,Out of Thin Air,MOVIE,2017,,85,tt6330514,6.3,2271
2428,tm434727,"Ron White: If You Quit Listening, I'll Shut Up",MOVIE,2018,,63,tt9060534,6.5,827
2429,tm409817,Sir,MOVIE,2018,,99,tt7142506,7.7,6893
2430,tm307776,Secret Superstar,MOVIE,2017,,150,tt6108090,7.9,24046
2431,tm372917,Pope Francis: A Man of His Word,MOVIE,2018,PG,96,tt6915100,6.4,2240
2432,tm426202,Demetri Martin: The Overthinker,MOVIE,2018,,56,tt7725144,7.2,1697
2433,tm367008,Katt Williams: Great America,MOVIE,2018,,60,tt8536972,6.2,940
2434,tm270987,Sahara,MOVIE,2017,,86,tt4466894,5.5,2778
2435,tm328175,Budapest,MOVIE,2018,R,102,tt7027092,5.4,2893
2436,tm359713,El Camino Christmas,MOVIE,2017,,97,tt3255590,5.7,8519
2437,tm366019,BuyBust,MOVIE,2018,,127,tt5938084,5.8,1874
2438,tm353046,Patton Oswalt: Annihilation,MOVIE,2017,,66,tt7026230,7.2,2367
2439,ts76159,Super Monsters,SHOW,2017,TV-Y,12,tt6214876,6.3,411
2440,tm321627,Ali's Wedding,MOVIE,2017,,110,tt2782692,6.9,4959
2441,tm311283,Amy Schumer: The Leather Special,MOVIE,2017,,57,tt6616074,3,9753
2442,tm368441,Aapla Manus,MOVIE,2018,,132,tt7867076,7,922
2443,tm244292,Bibi & Tina: Perfect Pandemonium,MOVIE,2017,,110,tt5950646,4,457
2444,ts76793,Shot in the Dark,SHOW,2017,TV-MA,35,tt10478382,8,1770
2445,tm368310,Retablo,MOVIE,2018,,95,tt7761590,7.5,1711
2446,tm411358,The American Meme,MOVIE,2018,,95,tt8106558,6.8,17034
2447,tm300056,Holy Goalie,MOVIE,2018,,95,tt6197484,5.3,1603
2448,tm344336,Burn Out,MOVIE,2018,,107,tt6340604,6.2,3718
2449,tm372054,The Tribe,MOVIE,2018,,90,tt6708044,5.8,2627
2450,tm405901,Family Blood,MOVIE,2018,,92,tt7895904,4.2,2934
2451,ts55627,Time: The Kalief Browder Story,SHOW,2017,TV-MA,22,tt6133034,8.5,2641
2452,ts89067,Love and Fortune,SHOW,2018,TV-MA,69,tt8649316,7.3,547
2453,ts78145,Drug Lords,SHOW,2018,TV-MA,45,tt7935522,6.8,1305
2454,ts83407,Follow This,SHOW,2018,TV-MA,18,tt8560884,4.9,710
2455,ts85953,Paprika,SHOW,2018,TV-Y,13,tt12740488,7.5,26
2456,ts84799,Victim Number 8,SHOW,2018,,30,tt8500086,7,1994
2457,ts83213,The Rise of Phoenixes,SHOW,2018,TV-14,45,tt7052634,8.4,1477
2458,tm415875,Break,MOVIE,2018,,91,tt7343574,5.8,1144
2459,tm375302,Derren Brown: The Push,MOVIE,2018,,69,tt7924808,7.5,3637
2460,ts57291,Unrequited Love,SHOW,2017,,39,tt6917420,6.7,10
2461,tm372305,First Match,MOVIE,2018,,102,tt6061074,6.4,2242
2462,tm515157,Point Blank,MOVIE,2017,NC-17,86,tt2499472,5.7,14184
2463,tm376234,The Warning,MOVIE,2018,,93,tt3711510,5.9,6278
2464,tm441198,The Princess Switch,MOVIE,2018,PG,101,tt8954732,6,27650
2465,tm366590,Sanju,MOVIE,2018,,161,tt6452574,7.7,52227
2466,tm418039,LEGO Marvel Super Heroes: Black Panther - Trouble in Wakanda,MOVIE,2018,,22,tt8205250,5.6,551
2467,tm371212,My Perfect Romance,MOVIE,2018,PG-13,91,tt7358936,4.6,3012
2468,tm366972,The Drug King,MOVIE,2018,,139,tt6914542,6.2,3103
2469,tm411288,Nigerian Prince,MOVIE,2018,,104,tt6851966,5.8,383
2470,tm244321,Sun Dogs,MOVIE,2017,,93,tt5665452,6.2,2284
2471,tm358746,A Witches' Ball,MOVIE,2017,PG,90,tt5814408,5.2,376
2472,tm340587,Ittefaq,MOVIE,2017,PG,107,tt6692354,7.2,12095
2473,tm359975,The Chase,MOVIE,2017,,110,tt8088944,6.6,2957
2474,tm444469,Eerie,MOVIE,2018,,101,tt8723216,4.6,2297
2475,ts85810,Al Hayba,SHOW,2017,TV-PG,45,tt8585236,7.5,1201
2476,ts85276,Hymn of Death,SHOW,2018,,45,tt8160064,7.6,1104
2477,tm374357,Going for Gold,MOVIE,2018,G,89,tt7104578,4.8,537
2478,tm321073,Judwaa 2,MOVIE,2017,,150,tt5456546,3.6,10517
2479,tm352033,The Milk System,MOVIE,2018,,90,tt7274546,7,525
2480,ts85126,The Degenerates,SHOW,2018,,28,tt9077196,6.2,666
2481,ts85217,Motown Magic,SHOW,2018,TV-Y,17,tt8959860,7.9,292
2482,tm421776,Ronnie Coleman: The King,MOVIE,2018,,93,tt7217214,7,3730
2483,tm314295,Nobody Speak: Trials of the Free Press,MOVIE,2017,,95,tt6333064,6.5,4092
2484,ts89372,Titipo Titipo,SHOW,2018,TV-Y,18,tt12987396,6.6,19
2485,ts83489,Blood Pact,SHOW,2018,,60,tt6742610,6.7,140
2486,tm327708,Bareilly Ki Barfi,MOVIE,2017,,123,tt6967980,7.5,23011
2487,ts79988,Lost Song,SHOW,2018,TV-14,24,tt7211600,7,375
2488,ts78692,Rapture,SHOW,2018,TV-MA,60,tt7981052,5.4,11
2489,tm233484,Duck Duck Goose,MOVIE,2018,PG,82,tt4940416,5.7,3686
2490,tm440678,Revenger,MOVIE,2018,NC-17,102,tt9426186,5.7,4252
2491,ts84782,Larva Island,SHOW,2018,TV-Y7,8,tt9077194,6.6,416
2492,tm242108,Little Boxes,MOVIE,2017,,84,tt5030402,5.9,1971
2493,ts82419,Zac & Mia,SHOW,2017,TV-14,20,tt7487358,7.8,622
2494,ts95011,Move,SHOW,2018,TV-MA,25,tt9165300,7.5,112
2495,tm348568,Jerry Before Seinfeld,MOVIE,2017,,62,tt7310906,7,5643
2496,tm320727,"Norm Macdonald: Hitler's Dog, Gossip & Trickery",MOVIE,2017,,60,tt6887486,7.4,2868
2497,ts80342,AMO,SHOW,2018,TV-MA,24,tt7218736,6.6,410
2498,tm365961,Mustang Island,MOVIE,2017,,86,tt6589292,6.2,522
2499,tm299783,The Laws of Thermodynamics,MOVIE,2018,,100,tt6053938,6,2726
2500,tm427143,Edge of Fear,MOVIE,2018,R,91,tt7149916,4.5,3124
2501,ts80479,Clean with Passion for Now,SHOW,2018,TV-MA,69,tt7981562,7,1246
2502,tm375962,Nothing to Lose,MOVIE,2018,PG,130,tt6910020,2.3,23016
2503,ts74765,Daughters of Destiny,SHOW,2017,,0,tt1877895,8.6,900
2504,ts90869,Love Daily,SHOW,2018,,18,tt7975182,6.2,153
2505,tm299381,Uncertain Glory,MOVIE,2017,,115,tt5304874,6.2,943
2506,tm320489,Expedition Happiness,MOVIE,2017,G,95,tt6688136,5.9,4483
2507,tm138667,Taramani,MOVIE,2017,,150,tt4328934,7.5,1605
2508,tm280060,Step Sisters,MOVIE,2018,PG-13,104,tt5267472,5.4,4460
2509,tm363922,Dovlatov,MOVIE,2018,PG-13,126,tt7763020,6.4,1974
2510,tm349273,Hot Sweet Sour,MOVIE,2017,,102,tt7535964,6.1,2450
2511,ts92726,They've Gotta Have Us,SHOW,2018,TV-14,59,tt9268756,7.7,292
2512,tm347850,SPF-18,MOVIE,2017,PG-13,75,tt7296862,3.2,5122
2513,tm410298,Samouni Road,MOVIE,2018,,129,tt8397524,6.7,160
2514,tm368729,My Birthday Song,MOVIE,2018,,95,tt4335954,5.6,282
2515,tm441060,ReMastered: Tricky Dick & The Man in Black,MOVIE,2018,,58,tt9244438,7.1,1463
2516,tm434676,Joe Rogan: Strange Times,MOVIE,2018,,63,tt9017614,7.3,4300
2517,tm346939,Alaska Is a Drag,MOVIE,2017,,83,tt4341390,6.5,386
2518,tm244196,Rangoon,MOVIE,2017,,167,tt4909752,5.7,4690
2519,tm438995,A Christmas Prince: The Royal Wedding,MOVIE,2018,PG,101,tt8709036,5.3,10658
2520,ts83070,72 Dangerous Animals: Asia,SHOW,2018,TV-14,47,tt8728268,6.6,517
2521,ts85618,Prince of Peoria,SHOW,2018,TV-Y7,26,tt8001718,5.7,471
2522,tm354644,Something Huge,MOVIE,2017,,86,tt5674698,4.4,479
2523,tm440996,Trevor Noah: Son of Patricia,MOVIE,2018,R,63,tt9170648,7.3,3970
2524,tm242765,Raising the Bar,MOVIE,2017,PG,93,tt5274066,5.5,1545
2525,tm348073,Pup Star: Better 2Gether,MOVIE,2017,G,90,tt6357074,4.4,234
2526,tm307751,Jab Harry Met Sejal,MOVIE,2017,PG,144,tt5997666,5,20501
2527,tm273600,Kuroko's Basketball the Movie: Last Game,MOVIE,2017,,90,tt6728390,7.7,2445
2528,ts81596,Black Crows,SHOW,2017,TV-MA,39,tt7356518,5.4,295
2529,tm464542,Tottaa Pataaka Item Maal,MOVIE,2018,,107,tt9000388,7.6,8051
2530,tm445456,Pihu,MOVIE,2018,G,91,tt8458202,6.7,2411
2531,tm481188,Isoken,MOVIE,2017,,100,tt6685776,6.6,306
2532,tm309903,The Little Vampire 3D,MOVIE,2017,,83,tt4729560,5.4,1687
2533,tm424888,Armed to the Teeth,MOVIE,2018,,108,tt7609436,7.9,634
2534,tm317491,Spyder,MOVIE,2017,,145,tt6522546,6.3,10230
2535,tm355666,Saving Capitalism,MOVIE,2017,,73,tt6185286,6.8,3157
2536,ts74959,Yummy Mummies,SHOW,2017,,41,tt7172230,4,673
2537,tm331117,Carbone,MOVIE,2017,,104,tt6183834,6.5,2550
2538,tm409494,Ali Wong: Hard Knock Wife,MOVIE,2018,,64,tt7410684,7.3,4874
2539,tm348392,The Last Shaman,MOVIE,2017,,83,tt6080156,6.6,1865
2540,tm375007,Feminists: What Were They Thinking?,MOVIE,2018,,86,tt5419676,6.9,2196
2541,tm411467,Dany Boon: Des Hauts-De-France,MOVIE,2018,,90,tt8352124,6.2,91
2542,tm416620,QuiÃ©n te cantarÃ¡,MOVIE,2018,,125,tt6485304,6.9,2854
2543,ts81485,Ponysitters Club,SHOW,2018,TV-Y,23,tt7692572,6,116
2544,ts82445,Ashes of Love,SHOW,2018,TV-14,43,tt8976346,8.5,1875
2545,tm357272,Barbra: The Music ... The Mem'ries ... The Magic!,MOVIE,2017,,108,tt7588584,7.5,448
2546,ts78099,72 Dangerous Animals: Latin America,SHOW,2017,,43,tt7909708,6.5,559
2547,tm446987,Russell Brand: Re:Birth,MOVIE,2018,,63,tt9349942,6.5,1193
2548,tm307551,Katherine Ryan: In Trouble,MOVIE,2017,,63,tt6540084,7,2165
2549,ts85183,Vai Anitta,SHOW,2018,TV-MA,40,tt8961530,5.6,448
2550,ts84484,Dancing Queen,SHOW,2018,,41,tt8882486,6.9,1590
2551,tm359658,The 3rd Eye,MOVIE,2017,,107,tt6506146,5.1,1373
2552,tm311898,Small Crimes,MOVIE,2017,,95,tt6158968,5.8,7948
2553,tm421748,Ee Nagaraniki Emaindi,MOVIE,2018,,120,tt8490894,7.9,2817
2554,tm429174,Gun City,MOVIE,2018,,127,tt7104984,6.3,3819
2555,ts83045,Accidentally In Love,SHOW,2018,TV-14,29,tt9077184,7.6,1100
2556,tm361770,Craig Ferguson: Tickle Fight,MOVIE,2017,,66,tt7193448,6.6,995
2557,tm375547,El club de los buenos infieles,MOVIE,2018,,90,tt3398808,5.5,642
2558,ts78707,The Joel McHale Show with Joel McHale,SHOW,2018,TV-MA,29,tt7895706,7.1,2378
2559,ts76245,The Day I Met El Chapo: The Kate del Castillo Story,SHOW,2017,TV-MA,55,tt7334894,6.8,1073
2560,tm279585,Deidra & Laney Rob a Train,MOVIE,2017,,92,tt4144332,6,1887
2561,tm307774,Jagga Jasoos,MOVIE,2017,PG,180,tt4129428,6.4,10092
2562,tm411503,Candy Jar,MOVIE,2018,PG-13,92,tt6744044,5.8,4950
2563,tm363329,Christmas Wedding Planner,MOVIE,2017,PG,86,tt7074092,4.3,5913
2564,tm326704,Parmanu: The Story of Pokhran,MOVIE,2018,,129,tt6826438,7.6,23771
2565,tm359030,F.R.E.D.I.,MOVIE,2018,,89,tt6146590,4.9,1010
2566,tm327652,"Roxanne, Roxanne",MOVIE,2017,,98,tt5796838,6.2,3173
2567,tm321628,Rip Tide,MOVIE,2017,,85,tt6262764,5.5,3421
2568,tm348175,Jeff Dunham: Relative Disaster,MOVIE,2017,,70,tt7364706,6.4,1274
2569,tm416458,The Insomnia Club,MOVIE,2018,PG-13,84,tt6719840,6.2,497
2570,tm352865,Rodney Carrington: Here Comes the Truth,MOVIE,2017,,66,tt7582798,4.5,164
2571,ts79086,Mariposa de barrio,SHOW,2017,TV-MA,46,tt6834120,7.6,238
2572,tm437159,ReMastered: Who Shot the Sheriff,MOVIE,2018,,57,tt9118620,6.9,1381
2573,tm324278,What We Started,MOVIE,2018,,70,tt6191876,7.1,2126
2574,tm348845,Marc Maron: Too Real,MOVIE,2017,,70,tt7335938,7.2,1916
2575,tm353627,Christina P: Mother Inferior,MOVIE,2017,,59,tt7057376,6.4,941
2576,ts84200,Best.Worst.Weekend.Ever.,SHOW,2018,TV-PG,25,tt7768010,6.4,297
2577,ts82500,Treehouse Detectives,SHOW,2018,TV-Y7,24,tt8591984,7.6,93
2578,tm439854,Baazaar,MOVIE,2018,,140,tt6519690,6.5,5270
2579,tm299396,Getaway Plan,MOVIE,2017,,105,tt5003186,5.6,1850
2580,tm300447,Bill Burr: Walk Your Way Out,MOVIE,2017,,77,tt6184894,7.2,7123
2581,ts82192,Samantha!,SHOW,2018,TV-MA,28,tt6626676,6.6,513
2582,tm306631,Trevor Noah: Afraid of the Dark,MOVIE,2017,PG-13,68,tt6562866,7.2,5121
2583,tm440255,The Plagues of Breslau,MOVIE,2018,,93,tt8618118,5.9,4942
2584,tm353247,Qarib Qarib Singlle,MOVIE,2017,,125,tt7399470,7.1,8203
2585,tm426983,Joy,MOVIE,2018,,99,tt8917752,6.6,1293
2586,ts82323,On Children,SHOW,2018,,100,tt8507402,7.2,380
2587,tm355941,Zoo,MOVIE,2018,,100,tt6149820,5.7,96
2588,tm411313,Forgive Us Our Debts,MOVIE,2018,,104,tt6679412,6.2,1573
2589,tm372610,Derren Brown: Miracle,MOVIE,2018,,73,tt8599562,6.5,1031
2590,ts55533,Legend Quest,SHOW,2017,TV-Y7,26,tt5038900,7.3,446
2591,tm307843,Angamaly Diaries,MOVIE,2017,,132,tt6167894,8,5901
2592,tm365670,PerÃº: Tesoro Escondido,MOVIE,2017,,76,tt7679306,6.1,515
2593,ts82843,The Curious Creations of Christine McConnell,SHOW,2018,TV-PG,27,tt8773080,7.7,2391
2594,tm376903,Dry Martina,MOVIE,2018,,95,tt6312802,5.8,965
2595,tm358609,Sara's Notebook,MOVIE,2018,R,115,tt6599742,5.9,2699
2596,ts75887,Paul Hollywood's Big Continental Road Trip,SHOW,2017,TV-14,58,tt7936386,7.4,206
2597,tm376421,HiGH&LOW The Movie 2: End of Sky,MOVIE,2017,,124,tt7099076,7.1,396
2598,tm233360,Sand Storm,MOVIE,2017,,87,tt5209988,6.8,3492
2599,tm319310,CIA: Comrade In America,MOVIE,2017,,134,tt5925772,6.4,3064
2600,tm283559,The Art of Loving: Story of Michalina Wislocka,MOVIE,2017,,121,tt5805298,7.1,3690
2601,tm447328,ReMastered: Who Killed Jam Master Jay?,MOVIE,2018,,58,tt9399094,6.5,768
2602,tm233345,Love Beats Rhymes,MOVIE,2017,R,105,tt4721022,5.4,1057
2603,tm283322,Burning Sands,MOVIE,2017,,105,tt6148014,6,2828
2604,tm358813,Judd Apatow: The Return,MOVIE,2017,,69,tt7741238,6.2,1321
2605,ts90941,"Heidi, bienvenida a casa",SHOW,2017,TV-Y,46,tt7183310,6.2,20
2606,tm429186,Up Among the Stars,MOVIE,2018,,86,tt6984530,6.2,496
2607,tm371619,Sabrina,MOVIE,2018,,98,tt7981492,4.2,1712
2608,tm287041,Jailbreak,MOVIE,2017,,100,tt5741304,5.4,1445
2609,tm424162,Secrets in the Hot Spring,MOVIE,2018,,109,tt8587122,6,749
2610,tm538868,III Smoking Barrels,MOVIE,2017,,127,tt5791986,6.6,123
2611,tm423761,Iliza Shlesinger: Elder Millennial,MOVIE,2018,,72,tt8697266,7.2,4033
2612,tm409456,Manto,MOVIE,2018,,112,tt6923462,7.3,4222
2613,tm372662,The Skin of the Wolf,MOVIE,2018,,110,tt6347150,5.8,3019
2614,tm428597,Being Napoleon,MOVIE,2018,,88,tt8841814,5.5,124
